date,city,seasons,temperature_c,rainfall_mm
2024-11-01,Buttes-Montmartre,Autumn,8.8,1.7
2022-04-22,Passy,Spring,15.6,2.0
2024-11-15,Entrepôt,Autumn,11.1,3.7
2024-11-24,Bourse,Autumn,15.4,7.1
2024-10-01,Élysée,Autumn,11.9,2.7
2024-09-15,Louvre,Autumn,16.5,3.8
2024-11-28,Reuilly,Autumn,9.8,5.4
2023-06-22,Batignolles-Monceau,Summer,21.3,0.2
2024-09-23,Popincourt,Autumn,8.1,1.6
2024-10-09,Ménilmontant,Autumn,12.5,2.8
2024-10-31,Ménilmontant,Autumn,12.8,4.1
2022-12-15,Reuilly,Winter,1.1,9.7
2024-06-17,Reuilly,Summer,24.6,0.7
2022-06-12,Ménilmontant,Summer,25.0,1.6
2024-10-07,Élysée,Autumn,17.4,8.7
2024-08-25,Louvre,Summer,30.5,1.7
2024-11-29,Luxembourg,Autumn,11.4,1.7
2024-06-27,Louvre,Summer,18.2,1.2
2023-12-23,Gobelins,Winter,2.1,13.9
2024-11-23,Bourse,Autumn,5.6,1.0
2024-09-30,Bourse,Autumn,17.2,0.2
2024-09-19,Entrepôt,Autumn,10.2,0.3
2024-10-30,Buttes-Montmartre,Autumn,17.4,1.8
2024-12-01,Temple,Winter,4.9,1.4
2024-08-01,Passy,Summer,32.9,3.7
2024-08-25,Panthéon,Summer,22.2,7.9
2023-09-25,Temple,Autumn,19.2,2.8
2021-09-12,Buttes-Montmartre,Autumn,12.7,12.3
2024-09-30,Opéra,Autumn,12.0,1.2
2024-10-28,Gobelins,Autumn,20.2,3.4
2024-06-16,Palais-Bourbon,Summer,25.5,3.4
2024-11-22,Bourse,Autumn,8.8,4.1
2024-11-10,Batignolles-Monceau,Autumn,9.8,1.7
2024-07-20,Bourse,Summer,21.6,0.7
2024-08-01,Opéra,Summer,25.9,0.2
2024-11-16,Panthéon,Autumn,11.0,0.8
2024-05-18,Louvre,Spring,7.3,2.4
2024-09-24,Buttes-Montmartre,Autumn,15.7,1.0
2023-10-23,Passy,Autumn,5.1,0.2
2024-11-06,Palais-Bourbon,Autumn,9.0,0.3
2024-11-24,Buttes-Montmartre,Autumn,6.4,1.4
2023-07-18,Opéra,Summer,33.1,4.3
2023-01-10,Ménilmontant,Winter,7.6,2.9
2024-07-24,Ménilmontant,Summer,23.6,2.5
2024-11-28,Buttes-Montmartre,Autumn,12.0,2.4
2024-11-01,Ménilmontant,Autumn,8.1,6.4
2024-10-10,Ménilmontant,Autumn,11.7,1.0
2024-10-29,Luxembourg,Autumn,5.6,8.0
2024-11-22,Entrepôt,Autumn,16.5,0.3
2024-11-19,Louvre,Autumn,14.1,5.8
2024-09-22,Buttes-Chaumont,Autumn,14.0,1.2
2021-06-20,Observatoire,Summer,29.5,5.4
2023-10-09,Popincourt,Autumn,-1.4,1.3
2024-09-08,Observatoire,Autumn,12.3,2.3
2024-07-23,Observatoire,Summer,23.9,2.0
2024-12-01,Vaugirard,Winter,1.2,5.5
2024-08-05,Panthéon,Summer,27.8,0.5
2022-08-28,Ménilmontant,Summer,30.7,2.4
2024-05-11,Vaugirard,Spring,10.5,1.8
2024-08-11,Bourse,Summer,15.6,0.5
2024-10-23,Gobelins,Autumn,12.6,8.5
2024-10-25,Panthéon,Autumn,12.1,4.8
2024-11-10,Vaugirard,Autumn,9.3,1.5
2024-11-03,Temple,Autumn,14.7,2.2
2024-11-22,Panthéon,Autumn,15.2,3.1
2024-11-18,Panthéon,Autumn,9.0,0.9
2024-06-14,Popincourt,Summer,21.0,0.6
2024-10-01,Entrepôt,Autumn,13.8,1.2
2023-06-17,Observatoire,Summer,21.1,0.1
2024-10-30,Reuilly,Autumn,14.7,6.8
2024-11-23,Passy,Autumn,11.4,7.9
2024-12-01,Buttes-Montmartre,Winter,4.8,0.2
2024-11-16,Batignolles-Monceau,Autumn,4.4,4.2
2024-11-20,Vaugirard,Autumn,19.0,6.6
2024-11-02,Bourse,Autumn,13.3,1.8
2024-11-08,Passy,Autumn,10.3,0.1
2024-11-02,Opéra,Autumn,16.0,6.8
2024-10-09,Vaugirard,Autumn,8.4,1.7
2024-12-03,Popincourt,Winter,6.2,0.2
2024-11-25,Entrepôt,Autumn,14.2,4.4
2024-10-07,Entrepôt,Autumn,9.4,3.5
2024-11-04,Temple,Autumn,8.1,3.2
2024-11-02,Temple,Autumn,6.4,1.1
2024-02-16,Gobelins,Winter,2.5,3.1
2024-12-01,Louvre,Winter,10.6,0.3
2024-10-21,Passy,Autumn,3.2,5.7
2024-12-02,Passy,Winter,7.6,3.5
2024-10-15,Passy,Autumn,11.1,1.1
2024-11-24,Popincourt,Autumn,18.4,1.2
2024-10-14,Gobelins,Autumn,14.4,1.6
2024-12-07,Louvre,Winter,4.1,0.8
2021-03-05,Luxembourg,Spring,25.8,2.9
2024-07-09,Entrepôt,Summer,23.7,5.6
2024-11-23,Opéra,Autumn,11.3,9.0
2024-05-19,Batignolles-Monceau,Spring,17.7,0.4
2023-05-06,Opéra,Spring,16.9,1.1
2024-04-21,Batignolles-Monceau,Spring,20.0,5.3
2022-01-06,Palais-Bourbon,Winter,2.6,6.1
2023-06-05,Entrepôt,Summer,22.4,1.1
2024-02-26,Vaugirard,Winter,2.5,2.4
2024-11-19,Ménilmontant,Autumn,8.2,2.7
2024-06-17,Ménilmontant,Summer,24.1,0.4
2023-05-02,Gobelins,Spring,17.4,3.9
2024-11-09,Luxembourg,Autumn,18.7,2.4
2024-11-30,Bourse,Autumn,17.7,0.6
2024-09-10,Buttes-Montmartre,Autumn,14.0,4.0
2024-10-20,Buttes-Montmartre,Autumn,6.6,5.9
2023-08-14,Buttes-Chaumont,Summer,23.7,0.1
2024-03-11,Buttes-Montmartre,Spring,16.5,2.8
2022-06-30,Panthéon,Summer,33.0,0.9
2024-12-05,Passy,Winter,5.4,4.8
2024-11-25,Entrepôt,Autumn,15.9,0.0
2024-11-24,Opéra,Autumn,13.1,5.8
2022-06-05,Passy,Summer,26.2,1.1
2024-11-15,Élysée,Autumn,15.9,13.1
2022-07-26,Entrepôt,Summer,30.3,1.8
2024-11-28,Passy,Autumn,11.2,0.5
2024-08-26,Passy,Summer,17.2,1.7
2024-04-25,Passy,Spring,13.4,2.1
2024-11-13,Popincourt,Autumn,10.8,3.8
2023-07-30,Ménilmontant,Summer,21.6,1.1
2024-11-24,Popincourt,Autumn,8.7,0.3
2024-11-11,Ménilmontant,Autumn,11.8,3.5
2024-11-01,Buttes-Montmartre,Autumn,8.6,13.8
2024-10-01,Batignolles-Monceau,Autumn,11.0,1.4
2024-11-18,Passy,Autumn,15.8,0.0
2024-11-24,Observatoire,Autumn,11.4,0.6
2024-11-30,Vaugirard,Autumn,15.9,5.3
2024-08-11,Popincourt,Summer,30.2,4.3
2024-08-25,Opéra,Summer,27.6,1.6
2024-11-27,Popincourt,Autumn,11.9,5.9
2024-12-01,Palais-Bourbon,Winter,9.1,3.5
2024-11-12,Palais-Bourbon,Autumn,12.3,1.8
2024-09-23,Panthéon,Autumn,8.0,4.6
2024-01-09,Reuilly,Winter,10.6,2.3
2024-06-16,Entrepôt,Summer,19.5,0.1
2024-01-25,Buttes-Chaumont,Winter,3.9,0.8
2024-10-28,Luxembourg,Autumn,11.6,0.4
2024-11-25,Luxembourg,Autumn,5.2,0.1
2023-08-06,Louvre,Summer,25.1,0.5
2020-11-23,Buttes-Chaumont,Autumn,7.7,1.1
2024-10-22,Buttes-Montmartre,Autumn,9.1,4.7
2023-10-22,Buttes-Montmartre,Autumn,12.0,1.5
2024-11-17,Vaugirard,Autumn,15.7,13.6
2023-07-25,Vaugirard,Summer,22.2,0.5
2024-02-15,Élysée,Winter,6.0,1.1
2024-11-25,Palais-Bourbon,Autumn,15.4,3.1
2024-11-03,Opéra,Autumn,13.1,6.3
2024-11-11,Popincourt,Autumn,5.9,4.2
2024-12-04,Vaugirard,Winter,0.9,8.4
2024-11-18,Batignolles-Monceau,Autumn,13.3,3.9
2024-11-21,Bourse,Autumn,12.6,0.3
2024-11-30,Bourse,Autumn,13.3,1.8
2024-11-06,Entrepôt,Autumn,16.8,0.4
2022-11-30,Gobelins,Autumn,13.2,8.1
2024-11-27,Buttes-Montmartre,Autumn,10.9,0.9
2024-08-29,Bourse,Summer,27.5,1.3
2024-10-28,Hôtel-de-Ville,Autumn,13.0,0.3
2024-06-22,Opéra,Summer,29.1,2.4
2024-12-03,Luxembourg,Winter,6.2,1.8
2024-11-08,Opéra,Autumn,9.9,2.4
2021-09-25,Entrepôt,Autumn,14.5,0.1
2024-08-12,Passy,Summer,24.2,0.1
2024-11-21,Gobelins,Autumn,7.3,4.0
2024-06-29,Popincourt,Summer,21.6,2.3
2024-08-31,Reuilly,Summer,21.2,0.0
2024-10-25,Popincourt,Autumn,7.3,12.3
2024-10-27,Temple,Autumn,14.4,7.0
2024-11-06,Entrepôt,Autumn,6.3,0.0
2024-11-18,Buttes-Montmartre,Autumn,17.3,1.6
2024-10-13,Entrepôt,Autumn,12.6,0.6
2024-06-16,Buttes-Chaumont,Summer,24.3,0.3
2024-06-21,Luxembourg,Summer,19.3,0.9
2024-02-26,Observatoire,Winter,4.3,1.3
2024-09-21,Buttes-Montmartre,Autumn,10.9,0.4
2024-10-26,Passy,Autumn,8.7,7.6
2024-11-18,Opéra,Autumn,13.3,0.6
2021-07-31,Luxembourg,Summer,27.8,2.1
2024-11-29,Bourse,Autumn,13.2,0.3
2024-11-29,Vaugirard,Autumn,17.8,2.0
2024-11-17,Panthéon,Autumn,9.0,0.1
2024-11-24,Temple,Autumn,9.1,0.5
2024-11-17,Entrepôt,Autumn,10.2,1.4
2024-11-03,Entrepôt,Autumn,14.5,2.0
2024-12-03,Buttes-Montmartre,Winter,6.0,4.2
2024-12-01,Batignolles-Monceau,Winter,0.3,0.8
2024-11-06,Popincourt,Autumn,13.0,0.6
2023-07-14,Vaugirard,Summer,17.8,0.1
2024-11-07,Panthéon,Autumn,14.9,0.5
2024-07-15,Panthéon,Summer,29.7,1.7
2024-11-25,Panthéon,Autumn,7.9,0.2
2024-11-13,Popincourt,Autumn,9.4,0.4
2023-10-31,Batignolles-Monceau,Autumn,8.4,0.4
2023-10-10,Vaugirard,Autumn,17.2,2.9
2021-12-18,Batignolles-Monceau,Winter,2.8,3.0
2024-01-31,Opéra,Winter,7.4,1.5
2024-11-17,Reuilly,Autumn,13.9,7.7
2024-10-10,Temple,Autumn,14.0,4.1
2024-11-01,Buttes-Montmartre,Autumn,10.2,0.1
2024-06-12,Entrepôt,Summer,16.8,8.8
2024-11-17,Entrepôt,Autumn,4.6,2.4
2024-12-01,Buttes-Montmartre,Winter,4.1,2.5
2024-10-16,Popincourt,Autumn,6.7,0.9
2024-09-09,Buttes-Montmartre,Autumn,7.9,1.8
2024-08-08,Passy,Summer,21.9,2.4
2024-04-17,Buttes-Montmartre,Spring,13.8,4.8
2024-08-06,Batignolles-Monceau,Summer,19.3,2.7
2024-06-22,Bourse,Summer,26.8,4.3
2022-06-16,Vaugirard,Summer,22.8,1.2
2024-08-10,Buttes-Montmartre,Summer,29.6,2.7
2023-08-09,Vaugirard,Summer,26.5,2.2
2021-10-24,Vaugirard,Autumn,14.7,1.4
2024-11-22,Vaugirard,Autumn,4.0,0.7
2020-11-05,Observatoire,Autumn,16.2,8.8
2024-11-28,Louvre,Autumn,15.6,1.4
2024-02-17,Ménilmontant,Winter,10.4,0.0
2024-01-30,Entrepôt,Winter,3.9,0.6
2024-11-22,Vaugirard,Autumn,11.3,0.9
2022-10-22,Vaugirard,Autumn,11.1,2.9
2024-12-03,Hôtel-de-Ville,Winter,4.6,0.4
2023-02-28,Élysée,Winter,9.8,2.3
2024-10-10,Bourse,Autumn,9.8,4.0
2024-11-10,Élysée,Autumn,7.6,2.1
2024-12-01,Ménilmontant,Winter,2.2,4.0
2024-11-28,Entrepôt,Autumn,17.4,0.4
2024-08-11,Vaugirard,Summer,33.2,0.1
2024-09-28,Palais-Bourbon,Autumn,14.7,6.4
2023-10-15,Élysée,Autumn,9.7,2.0
2024-10-16,Buttes-Chaumont,Autumn,20.2,1.6
2023-04-06,Bourse,Spring,11.2,2.1
2024-05-15,Buttes-Chaumont,Spring,13.0,2.4
2024-12-01,Ménilmontant,Winter,3.5,1.1
2024-11-03,Entrepôt,Autumn,12.4,0.5
2024-08-09,Buttes-Montmartre,Summer,33.7,1.1
2021-10-03,Buttes-Montmartre,Autumn,17.5,0.8
2024-10-01,Hôtel-de-Ville,Autumn,9.5,1.3
2024-11-29,Luxembourg,Autumn,10.6,2.9
2024-12-01,Opéra,Winter,7.7,4.0
2024-11-12,Bourse,Autumn,8.4,4.2
2024-10-25,Popincourt,Autumn,7.2,1.3
2022-10-17,Temple,Autumn,10.8,1.6
2024-03-17,Popincourt,Spring,9.4,1.5
2022-03-26,Popincourt,Spring,17.2,0.0
2022-08-21,Popincourt,Summer,29.9,3.9
2024-11-23,Popincourt,Autumn,10.0,0.6
2023-05-17,Popincourt,Spring,15.7,0.8
2024-11-17,Entrepôt,Autumn,11.9,1.4
2021-12-10,Vaugirard,Winter,8.4,6.0
2024-11-30,Bourse,Autumn,9.8,7.9
2024-11-03,Palais-Bourbon,Autumn,6.4,2.1
2024-11-27,Opéra,Autumn,17.7,6.4
2024-06-16,Vaugirard,Summer,21.5,1.4
2021-12-30,Vaugirard,Winter,7.7,4.1
2024-11-23,Reuilly,Autumn,13.9,0.7
2024-07-16,Vaugirard,Summer,29.1,0.7
2023-06-25,Louvre,Summer,24.4,1.2
2024-11-17,Buttes-Montmartre,Autumn,14.9,0.1
2024-11-12,Entrepôt,Autumn,14.2,6.4
2024-11-15,Entrepôt,Autumn,8.9,4.5
2024-11-11,Entrepôt,Autumn,16.2,0.8
2024-11-27,Entrepôt,Autumn,17.7,7.6
2024-11-03,Entrepôt,Autumn,5.6,14.0
2024-12-01,Entrepôt,Winter,5.5,3.5
2024-11-03,Entrepôt,Autumn,11.1,1.3
2024-11-30,Entrepôt,Autumn,18.3,1.2
2024-11-07,Entrepôt,Autumn,11.1,2.3
2024-12-04,Entrepôt,Winter,7.3,20.0
2024-12-04,Entrepôt,Winter,3.8,2.5
2024-08-03,Batignolles-Monceau,Summer,21.3,0.0
2024-07-22,Louvre,Summer,35.0,0.5
2024-06-26,Passy,Summer,19.2,0.3
2024-08-05,Buttes-Chaumont,Summer,23.7,2.2
2024-11-20,Passy,Autumn,14.3,0.0
2024-10-01,Buttes-Montmartre,Autumn,11.9,9.4
2024-12-03,Luxembourg,Winter,0.6,0.5
2024-12-08,Entrepôt,Winter,-2.8,0.2
2024-11-19,Entrepôt,Autumn,9.2,0.1
2024-10-17,Entrepôt,Autumn,18.0,5.1
2024-12-03,Entrepôt,Winter,5.0,1.6
2024-01-01,Vaugirard,Winter,3.3,0.4
2021-10-22,Hôtel-de-Ville,Autumn,12.7,4.3
2024-11-25,Observatoire,Autumn,20.9,9.2
2024-10-27,Passy,Autumn,14.0,1.4
2024-11-09,Hôtel-de-Ville,Autumn,11.4,9.0
2024-11-01,Hôtel-de-Ville,Autumn,12.1,0.2
2023-11-04,Hôtel-de-Ville,Autumn,16.6,1.4
2024-11-03,Batignolles-Monceau,Autumn,6.5,5.1
2024-11-08,Observatoire,Autumn,9.9,3.6
2024-11-10,Temple,Autumn,12.3,0.8
2024-11-06,Batignolles-Monceau,Autumn,11.0,1.4
2024-05-25,Vaugirard,Spring,18.0,4.6
2024-11-17,Palais-Bourbon,Autumn,16.4,2.9
2024-09-20,Opéra,Autumn,16.5,0.6
2024-09-08,Hôtel-de-Ville,Autumn,14.4,7.4
2023-07-15,Hôtel-de-Ville,Summer,19.3,3.2
2023-07-14,Hôtel-de-Ville,Summer,20.9,2.3
2024-10-27,Panthéon,Autumn,14.7,1.5
2024-12-05,Opéra,Winter,3.9,1.0
2024-11-11,Bourse,Autumn,13.3,5.4
2023-03-06,Entrepôt,Spring,11.1,1.6
2024-11-12,Palais-Bourbon,Autumn,15.0,0.2
2022-01-01,Buttes-Montmartre,Winter,1.8,1.1
2024-06-17,Luxembourg,Summer,37.4,2.4
2024-10-20,Luxembourg,Autumn,7.2,18.2
2024-11-26,Entrepôt,Autumn,17.4,2.5
2023-12-18,Entrepôt,Winter,8.2,7.5
2024-07-17,Luxembourg,Summer,29.6,1.2
2024-10-05,Temple,Autumn,8.6,3.2
2024-09-18,Bourse,Autumn,10.9,1.4
2024-12-06,Buttes-Montmartre,Winter,7.1,0.0
2024-11-23,Vaugirard,Autumn,9.3,1.1
2024-08-06,Buttes-Montmartre,Summer,23.9,5.5
2022-02-16,Batignolles-Monceau,Winter,2.6,4.3
2024-10-05,Bourse,Autumn,16.9,1.3
2024-11-22,Entrepôt,Autumn,4.7,1.6
2023-07-26,Entrepôt,Summer,31.4,1.2
2023-01-05,Entrepôt,Winter,9.6,2.4
2022-02-27,Batignolles-Monceau,Winter,5.5,0.5
2023-03-19,Palais-Bourbon,Spring,6.4,0.7
2024-10-04,Passy,Autumn,17.1,2.5
2024-05-29,Passy,Spring,19.7,0.7
2024-05-02,Vaugirard,Spring,16.0,0.6
2024-08-12,Passy,Summer,33.7,0.7
2024-06-21,Palais-Bourbon,Summer,25.7,2.8
2024-09-30,Popincourt,Autumn,10.2,4.4
2024-03-23,Buttes-Chaumont,Spring,19.5,5.9
2024-11-23,Louvre,Autumn,17.1,2.3
2024-09-29,Vaugirard,Autumn,10.5,0.9
2024-12-01,Louvre,Winter,-2.9,3.5
2024-12-01,Entrepôt,Winter,2.7,5.6
2024-10-04,Temple,Autumn,13.8,8.4
2024-11-27,Temple,Autumn,13.7,2.9
2024-06-19,Panthéon,Summer,27.9,2.4
2021-07-10,Panthéon,Summer,30.2,5.3
2023-06-29,Panthéon,Summer,24.6,0.2
2022-02-17,Buttes-Montmartre,Winter,4.3,0.0
2024-11-05,Vaugirard,Autumn,4.8,4.4
2021-03-08,Vaugirard,Spring,17.1,0.4
2024-09-21,Vaugirard,Autumn,8.3,2.4
2021-09-23,Temple,Autumn,11.3,5.7
2024-05-26,Vaugirard,Spring,15.3,0.6
2023-08-14,Entrepôt,Summer,22.8,2.5
2024-11-26,Élysée,Autumn,13.2,1.4
2024-12-01,Opéra,Winter,10.2,1.0
2024-11-12,Opéra,Autumn,13.7,1.8
2024-12-03,Bourse,Winter,4.6,1.5
2022-08-05,Palais-Bourbon,Summer,25.5,3.1
2024-08-08,Hôtel-de-Ville,Summer,17.4,10.9
2024-10-29,Palais-Bourbon,Autumn,14.9,2.4
2024-11-27,Buttes-Montmartre,Autumn,12.4,4.8
2022-05-13,Louvre,Spring,18.3,1.5
2024-11-11,Entrepôt,Autumn,16.5,0.5
2024-11-21,Vaugirard,Autumn,14.8,1.8
2024-11-23,Vaugirard,Autumn,14.1,2.4
2024-10-17,Panthéon,Autumn,16.3,1.6
2024-11-29,Entrepôt,Autumn,8.0,1.8
2024-10-28,Panthéon,Autumn,13.0,2.2
2022-01-06,Opéra,Winter,4.1,1.6
2022-05-31,Opéra,Spring,15.7,0.1
2023-07-24,Ménilmontant,Summer,27.8,3.6
2024-12-01,Vaugirard,Winter,3.5,0.9
2024-10-31,Popincourt,Autumn,9.2,1.2
2024-11-07,Hôtel-de-Ville,Autumn,17.3,5.6
2024-05-26,Batignolles-Monceau,Spring,14.7,2.4
2022-04-04,Panthéon,Spring,17.5,0.4
2024-11-08,Reuilly,Autumn,14.2,2.5
2023-02-12,Temple,Winter,8.4,1.4
2024-11-04,Observatoire,Autumn,11.5,9.0
2024-10-31,Popincourt,Autumn,15.9,8.0
2023-12-22,Hôtel-de-Ville,Winter,3.5,5.0
2024-08-13,Buttes-Montmartre,Summer,25.1,0.1
2024-11-21,Temple,Autumn,15.0,2.6
2024-06-26,Opéra,Summer,24.8,0.8
2024-08-21,Louvre,Summer,21.0,1.2
2024-06-30,Hôtel-de-Ville,Summer,27.0,4.6
2023-07-24,Entrepôt,Summer,16.7,1.0
2022-12-17,Louvre,Winter,-0.2,4.8
2024-10-16,Opéra,Autumn,19.2,5.1
2024-04-25,Bourse,Spring,14.3,0.1
2024-04-12,Bourse,Spring,24.7,5.0
2022-09-09,Luxembourg,Autumn,10.2,4.3
2023-04-16,Élysée,Spring,16.5,0.5
2024-09-08,Louvre,Autumn,13.6,5.5
2024-09-23,Hôtel-de-Ville,Autumn,18.0,1.4
2024-08-25,Gobelins,Summer,24.1,0.3
2024-11-02,Batignolles-Monceau,Autumn,10.9,0.4
2024-11-10,Élysée,Autumn,12.8,4.4
2024-12-05,Gobelins,Winter,4.4,7.6
2024-11-04,Panthéon,Autumn,8.9,1.8
2024-10-28,Entrepôt,Autumn,16.8,0.1
2024-11-20,Passy,Autumn,12.7,4.6
2024-11-27,Temple,Autumn,12.9,2.5
2024-11-17,Opéra,Autumn,12.3,2.9
2024-02-06,Vaugirard,Winter,7.2,11.0
2022-09-06,Vaugirard,Autumn,13.3,2.9
2022-05-28,Vaugirard,Spring,25.1,0.3
2022-09-17,Vaugirard,Autumn,6.7,14.5
2021-11-14,Vaugirard,Autumn,10.8,4.6
2024-09-30,Vaugirard,Autumn,9.9,0.2
2024-09-30,Popincourt,Autumn,13.3,4.3
2024-04-08,Opéra,Spring,19.9,2.4
2024-11-03,Opéra,Autumn,16.8,0.8
2023-08-29,Popincourt,Summer,18.9,0.3
2024-09-15,Opéra,Autumn,13.7,2.3
2022-08-04,Élysée,Summer,26.0,0.6
2024-12-01,Reuilly,Winter,11.3,2.0
2024-04-16,Vaugirard,Spring,21.3,4.9
2024-09-24,Buttes-Chaumont,Autumn,6.7,0.6
2024-08-04,Passy,Summer,32.8,1.0
2024-10-14,Bourse,Autumn,13.7,0.1
2024-11-26,Buttes-Montmartre,Autumn,12.1,0.6
2024-11-22,Bourse,Autumn,5.8,8.9
2024-12-09,Bourse,Winter,4.0,1.6
2024-11-11,Opéra,Autumn,19.4,0.9
2024-11-23,Popincourt,Autumn,12.2,0.9
2024-08-13,Batignolles-Monceau,Summer,25.0,1.0
2024-11-27,Entrepôt,Autumn,16.5,2.9
2021-08-31,Buttes-Montmartre,Summer,16.4,0.3
2021-06-29,Louvre,Summer,22.7,2.2
2024-10-24,Observatoire,Autumn,13.9,0.4
2024-12-01,Buttes-Montmartre,Winter,12.9,3.5
2023-12-31,Batignolles-Monceau,Winter,7.7,1.0
2024-11-04,Louvre,Autumn,8.2,0.1
2024-11-30,Observatoire,Autumn,13.1,1.6
2024-07-11,Observatoire,Summer,24.3,0.6
2024-11-22,Luxembourg,Autumn,11.2,2.7
2024-12-02,Buttes-Chaumont,Winter,4.5,11.7
2024-09-18,Buttes-Chaumont,Autumn,12.3,0.4
2024-09-22,Louvre,Autumn,6.9,0.9
2022-05-28,Passy,Spring,19.0,4.3
2024-12-06,Buttes-Chaumont,Winter,4.2,4.4
2024-12-02,Buttes-Chaumont,Winter,2.5,6.4
2024-12-01,Buttes-Chaumont,Winter,-0.0,1.3
2023-09-30,Temple,Autumn,11.0,2.4
2024-02-29,Vaugirard,Winter,4.5,2.6
2024-11-21,Louvre,Autumn,17.4,1.6
2023-12-26,Opéra,Winter,6.5,1.2
2024-06-05,Opéra,Summer,24.1,2.9
2024-08-18,Opéra,Summer,21.1,1.1
2024-09-10,Bourse,Autumn,8.8,0.4
2024-08-11,Entrepôt,Summer,25.8,0.4
2024-09-08,Gobelins,Autumn,8.8,1.1
2024-11-21,Gobelins,Autumn,5.0,2.1
2024-08-24,Luxembourg,Summer,26.0,2.6
2022-01-01,Panthéon,Winter,5.6,1.1
2024-11-11,Batignolles-Monceau,Autumn,14.7,3.7
2024-11-10,Vaugirard,Autumn,12.3,5.8
2021-02-21,Passy,Winter,5.1,1.1
2024-10-01,Buttes-Montmartre,Autumn,10.9,15.2
2024-08-21,Gobelins,Summer,32.6,3.9
2024-08-13,Observatoire,Summer,12.0,0.4
2024-04-07,Batignolles-Monceau,Spring,20.6,0.0
2024-07-09,Buttes-Montmartre,Summer,21.0,5.2
2023-09-20,Hôtel-de-Ville,Autumn,12.1,0.4
2024-08-11,Batignolles-Monceau,Summer,23.2,1.9
2024-07-11,Vaugirard,Summer,24.6,1.4
2024-10-20,Passy,Autumn,13.8,1.2
2024-08-03,Batignolles-Monceau,Summer,31.2,5.0
2024-11-18,Panthéon,Autumn,11.4,4.1
2024-11-04,Luxembourg,Autumn,9.4,0.4
2024-10-14,Vaugirard,Autumn,13.4,3.0
2024-11-23,Popincourt,Autumn,16.6,6.6
2024-11-12,Entrepôt,Autumn,7.5,4.1
2024-10-27,Entrepôt,Autumn,21.4,1.0
2024-08-23,Batignolles-Monceau,Summer,29.8,3.8
2024-11-19,Popincourt,Autumn,11.8,6.3
2024-11-24,Popincourt,Autumn,15.3,3.7
2024-10-20,Entrepôt,Autumn,12.8,7.6
2023-04-27,Panthéon,Spring,18.3,0.6
2024-06-01,Temple,Summer,28.4,0.5
2024-06-06,Bourse,Summer,26.5,2.8
2021-12-06,Bourse,Winter,5.8,4.5
2023-06-30,Bourse,Summer,24.3,9.5
2024-03-04,Bourse,Spring,14.0,2.1
2024-12-04,Opéra,Winter,1.7,1.0
2024-12-03,Opéra,Winter,-1.3,11.1
2024-12-01,Opéra,Winter,4.6,4.0
2024-11-22,Panthéon,Autumn,9.8,2.0
2022-01-03,Buttes-Montmartre,Winter,7.8,5.5
2024-10-15,Entrepôt,Autumn,12.3,1.6
2023-09-30,Batignolles-Monceau,Autumn,16.6,3.0
2024-11-18,Temple,Autumn,8.9,10.8
2024-08-14,Buttes-Montmartre,Summer,23.4,3.5
2024-06-30,Vaugirard,Summer,28.0,4.8
2024-09-29,Élysée,Autumn,20.2,1.3
2024-11-13,Panthéon,Autumn,13.8,0.8
2024-12-08,Louvre,Winter,-0.1,4.4
2024-10-12,Vaugirard,Autumn,13.6,0.8
2024-05-22,Panthéon,Spring,13.4,4.3
2024-10-03,Entrepôt,Autumn,11.9,3.4
2024-11-11,Ménilmontant,Autumn,11.9,4.8
2024-10-22,Passy,Autumn,15.9,6.6
2024-11-04,Popincourt,Autumn,14.5,0.1
2024-10-06,Observatoire,Autumn,12.2,2.5
2024-10-01,Louvre,Autumn,10.9,1.1
2024-08-03,Opéra,Summer,31.8,1.3
2024-11-30,Batignolles-Monceau,Autumn,13.4,2.0
2021-05-28,Opéra,Spring,8.7,3.2
2024-08-11,Ménilmontant,Summer,23.7,1.1
2024-06-14,Popincourt,Summer,33.0,5.7
2022-06-13,Batignolles-Monceau,Summer,30.7,3.6
2024-09-29,Buttes-Montmartre,Autumn,9.7,4.6
2024-11-23,Hôtel-de-Ville,Autumn,9.4,5.6
2024-10-31,Passy,Autumn,13.1,0.6
2024-11-11,Vaugirard,Autumn,8.2,10.8
2024-06-04,Buttes-Chaumont,Summer,26.9,1.6
2024-11-09,Panthéon,Autumn,8.9,0.9
2023-06-01,Panthéon,Summer,30.4,1.6
2024-08-27,Batignolles-Monceau,Summer,21.8,0.3
2024-08-30,Luxembourg,Summer,23.8,3.4
2024-11-03,Luxembourg,Autumn,12.4,1.5
2021-08-19,Opéra,Summer,22.0,4.3
2024-03-04,Hôtel-de-Ville,Spring,13.4,0.3
2024-11-01,Gobelins,Autumn,14.8,1.4
2024-09-01,Vaugirard,Autumn,7.6,0.9
2024-10-12,Entrepôt,Autumn,12.8,3.5
2024-05-09,Luxembourg,Spring,17.0,5.1
2024-10-07,Luxembourg,Autumn,12.5,0.2
2024-08-11,Hôtel-de-Ville,Summer,26.9,0.6
2024-10-10,Panthéon,Autumn,3.6,2.8
2024-08-26,Panthéon,Summer,22.7,0.3
2022-06-03,Observatoire,Summer,15.7,0.4
2023-10-22,Observatoire,Autumn,18.8,7.0
2024-10-21,Hôtel-de-Ville,Autumn,10.1,1.5
