event_id,event_name,neighbourhood,start_date,end_date
1658,Conférence,Reuilly,2023-08-19,2023-08-22
1659,Conférence,Entrepôt,2023-08-14,2023-08-16
1660,Salon,Popincourt,2023-05-21,2023-05-24
1661,Concert,Passy,2023-08-24,2023-08-27
1662,Festival,Temple,2023-06-26,2023-06-28
1663,Festival,Opéra,2023-09-12,2023-09-14
1664,Salon,Reuilly,2023-04-15,2023-04-16
1665,Festival,Passy,2023-05-18,2023-05-19
1666,Concert,Batignolles-Monceau,2023-05-11,2023-05-12
1667,Festival,Popincourt,2023-01-28,2023-01-29
1668,Festival,Passy,2023-01-27,2023-01-29
1669,Salon,Palais-Bourbon,2023-12-07,2023-12-08
1670,Compétition Sportive,Entrepôt,2023-01-11,2023-01-14
1671,Compétition Sportive,Buttes-Montmartre,2023-08-04,2023-08-06
1672,Concert,Passy,2023-01-12,2023-01-16
1673,Compétition Sportive,Luxembourg,2023-01-07,2023-01-10
1674,Conférence,Panthéon,2023-06-19,2023-06-23
1675,Salon,Batignolles-Monceau,2023-12-18,2023-12-19
1676,Compétition Sportive,Observatoire,2023-11-13,2023-11-14
1677,Festival,Popincourt,2023-03-05,2023-03-08
1678,Compétition Sportive,Élysée,2023-10-11,2023-10-12
1679,Salon,Popincourt,2023-12-15,2023-12-16
1680,Festival,Ménilmontant,2023-12-13,2023-12-14
1681,Festival,Entrepôt,2023-06-29,2023-06-30
1682,Salon,Opéra,2023-04-16,2023-04-20
1683,Concert,Observatoire,2023-05-30,2023-06-02
1684,Concert,Bourse,2023-09-23,2023-09-24
1685,Salon,Temple,2023-05-15,2023-05-19
1686,Salon,Élysée,2023-07-10,2023-07-12
1687,Salon,Louvre,2023-08-30,2023-09-02
1688,Festival,Palais-Bourbon,2023-03-28,2023-03-31
1689,Festival,Batignolles-Monceau,2023-07-14,2023-07-16
1690,Salon,Passy,2023-03-29,2023-03-30
1691,Festival,Gobelins,2023-12-27,2023-12-30
1692,Conférence,Passy,2023-04-26,2023-04-28
1693,Salon,Panthéon,2023-11-28,2023-11-30
1694,Festival,Élysée,2023-10-04,2023-10-08
1695,Concert,Reuilly,2023-09-30,2023-10-02
1696,Salon,Observatoire,2023-12-22,2023-12-25
1697,Salon,Ménilmontant,2023-01-09,2023-01-11
1698,Salon,Hôtel-de-Ville,2023-08-30,2023-09-01
1699,Compétition Sportive,Buttes-Montmartre,2023-08-02,2023-08-04
1700,Salon,Louvre,2023-08-12,2023-08-15
1701,Concert,Ménilmontant,2023-07-06,2023-07-08
1702,Festival,Bourse,2023-11-21,2023-11-25
1703,Salon,Élysée,2023-05-02,2023-05-05
1704,Conférence,Reuilly,2023-07-15,2023-07-19
1705,Festival,Luxembourg,2023-07-08,2023-07-12
1706,Concert,Panthéon,2023-09-18,2023-09-21
1707,Compétition Sportive,Buttes-Montmartre,2023-01-07,2023-01-09
1708,Concert,Ménilmontant,2023-12-25,2023-12-26
1709,Compétition Sportive,Popincourt,2023-06-06,2023-06-09
1710,Festival,Luxembourg,2023-01-28,2023-01-30
1711,Compétition Sportive,Popincourt,2023-11-09,2023-11-12
1712,Festival,Batignolles-Monceau,2023-11-15,2023-11-17
1713,Concert,Panthéon,2023-07-30,2023-08-01
1714,Concert,Buttes-Chaumont,2023-02-18,2023-02-19
1715,Compétition Sportive,Élysée,2023-09-25,2023-09-28
1716,Conférence,Vaugirard,2023-06-22,2023-06-25
1717,Concert,Palais-Bourbon,2023-12-24,2023-12-27
1718,Compétition Sportive,Entrepôt,2023-07-30,2023-08-03
1719,Salon,Panthéon,2023-10-28,2023-10-31
1720,Festival,Hôtel-de-Ville,2023-03-06,2023-03-10
1721,Salon,Palais-Bourbon,2023-06-12,2023-06-16
1722,Salon,Bourse,2023-04-21,2023-04-23
1723,Salon,Opéra,2023-06-08,2023-06-12
1724,Compétition Sportive,Louvre,2023-09-03,2023-09-06
1725,Concert,Vaugirard,2023-10-19,2023-10-20
1726,Salon,Bourse,2023-04-09,2023-04-12
1727,Compétition Sportive,Buttes-Montmartre,2023-07-08,2023-07-10
1728,Concert,Passy,2023-01-12,2023-01-14
1729,Festival,Entrepôt,2023-09-04,2023-09-08
1730,Concert,Hôtel-de-Ville,2023-07-29,2023-07-31
1731,Concert,Entrepôt,2023-08-08,2023-08-10
1732,Salon,Reuilly,2023-09-26,2023-09-30
1733,Compétition Sportive,Hôtel-de-Ville,2023-02-09,2023-02-13
1734,Conférence,Buttes-Chaumont,2023-03-14,2023-03-16
1735,Festival,Temple,2023-12-25,2023-12-28
1736,Compétition Sportive,Opéra,2023-02-25,2023-02-28
1737,Salon,Passy,2023-11-14,2023-11-18
1738,Compétition Sportive,Panthéon,2023-02-26,2023-02-28
1739,Conférence,Entrepôt,2023-05-23,2023-05-25
1740,Festival,Buttes-Montmartre,2023-12-15,2023-12-18
1741,Concert,Temple,2023-02-23,2023-02-27
1742,Festival,Buttes-Montmartre,2023-05-24,2023-05-26
1743,Conférence,Louvre,2023-07-31,2023-08-02
1744,Festival,Élysée,2023-08-20,2023-08-21
1745,Festival,Observatoire,2023-03-21,2023-03-22
1746,Salon,Entrepôt,2023-07-27,2023-07-31
1747,Concert,Élysée,2023-05-07,2023-05-08
1748,Conférence,Luxembourg,2023-07-02,2023-07-03
1749,Salon,Bourse,2023-05-03,2023-05-05
1750,Festival,Buttes-Chaumont,2023-06-27,2023-06-29
1751,Festival,Passy,2023-08-29,2023-09-02
1752,Compétition Sportive,Batignolles-Monceau,2023-04-26,2023-04-30
1753,Salon,Panthéon,2023-11-23,2023-11-27
1754,Conférence,Temple,2023-08-18,2023-08-20
1755,Conférence,Palais-Bourbon,2023-12-14,2023-12-16
1756,Conférence,Observatoire,2023-06-05,2023-06-06
1757,Conférence,Vaugirard,2023-06-09,2023-06-12
1758,Festival,Passy,2023-03-29,2023-03-31
1759,Festival,Buttes-Montmartre,2023-01-08,2023-01-12
1760,Salon,Entrepôt,2023-10-27,2023-10-31
1761,Concert,Vaugirard,2023-04-06,2023-04-08
1762,Conférence,Louvre,2023-01-28,2023-01-31
1763,Festival,Gobelins,2023-05-04,2023-05-07
1764,Salon,Reuilly,2023-07-14,2023-07-18
1765,Conférence,Panthéon,2023-05-15,2023-05-19
1766,Concert,Vaugirard,2023-05-14,2023-05-18
1767,Conférence,Louvre,2023-02-14,2023-02-17
1768,Compétition Sportive,Passy,2023-01-14,2023-01-18
1769,Conférence,Passy,2023-06-22,2023-06-26
1770,Compétition Sportive,Élysée,2023-07-06,2023-07-07
1771,Concert,Temple,2023-03-24,2023-03-26
1772,Compétition Sportive,Vaugirard,2023-06-23,2023-06-27
1773,Concert,Vaugirard,2023-11-11,2023-11-12
1774,Salon,Buttes-Chaumont,2023-12-11,2023-12-12
1775,Compétition Sportive,Temple,2023-10-20,2023-10-23
1776,Conférence,Élysée,2023-03-23,2023-03-26
1777,Conférence,Bourse,2023-03-06,2023-03-07
1778,Salon,Ménilmontant,2023-12-19,2023-12-23
1779,Festival,Popincourt,2023-02-10,2023-02-14
1780,Concert,Élysée,2023-12-05,2023-12-08
1781,Festival,Gobelins,2023-04-07,2023-04-10
1782,Festival,Panthéon,2023-09-28,2023-10-01
1783,Salon,Entrepôt,2023-08-25,2023-08-26
1784,Salon,Palais-Bourbon,2023-12-09,2023-12-10
1785,Compétition Sportive,Temple,2023-06-16,2023-06-18
1786,Compétition Sportive,Hôtel-de-Ville,2023-07-13,2023-07-17
1787,Compétition Sportive,Reuilly,2023-11-29,2023-12-02
1788,Compétition Sportive,Popincourt,2023-10-11,2023-10-12
1789,Compétition Sportive,Louvre,2023-05-20,2023-05-23
1790,Conférence,Passy,2023-09-26,2023-09-28
1791,Salon,Reuilly,2023-01-03,2023-01-07
1792,Concert,Batignolles-Monceau,2023-03-04,2023-03-08
1793,Concert,Palais-Bourbon,2023-01-29,2023-01-31
1794,Concert,Luxembourg,2023-03-05,2023-03-09
1795,Concert,Ménilmontant,2023-04-04,2023-04-08
1796,Concert,Panthéon,2023-11-28,2023-11-30
1797,Conférence,Popincourt,2023-12-07,2023-12-09
1798,Salon,Buttes-Chaumont,2023-05-06,2023-05-08
1799,Compétition Sportive,Louvre,2023-11-18,2023-11-21
1800,Compétition Sportive,Opéra,2023-06-27,2023-07-01
1801,Compétition Sportive,Opéra,2023-07-27,2023-07-29
1802,Salon,Buttes-Chaumont,2023-12-18,2023-12-19
1803,Salon,Luxembourg,2023-08-08,2023-08-11
1804,Conférence,Luxembourg,2023-05-25,2023-05-28
1805,Conférence,Gobelins,2023-05-01,2023-05-05
1806,Compétition Sportive,Panthéon,2023-02-25,2023-03-01
1807,Salon,Entrepôt,2023-04-24,2023-04-26
1808,Compétition Sportive,Observatoire,2023-07-30,2023-08-01
1809,Conférence,Panthéon,2023-01-07,2023-01-10
1810,Compétition Sportive,Hôtel-de-Ville,2023-10-23,2023-10-24
1811,Conférence,Opéra,2023-09-14,2023-09-17
1812,Festival,Bourse,2023-06-19,2023-06-21
1813,Concert,Entrepôt,2023-06-13,2023-06-15
1814,Festival,Panthéon,2023-10-22,2023-10-26
1815,Compétition Sportive,Palais-Bourbon,2023-05-09,2023-05-10
1816,Compétition Sportive,Popincourt,2023-08-28,2023-08-29
1817,Salon,Batignolles-Monceau,2023-08-04,2023-08-08
1818,Concert,Ménilmontant,2023-07-10,2023-07-11
1819,Conférence,Popincourt,2023-03-15,2023-03-17
1820,Compétition Sportive,Panthéon,2023-11-27,2023-11-28
1821,Conférence,Passy,2023-12-24,2023-12-25
1822,Conférence,Reuilly,2023-12-08,2023-12-10
1823,Conférence,Élysée,2023-11-08,2023-11-12
1824,Festival,Opéra,2023-09-14,2023-09-17
1825,Conférence,Passy,2023-02-10,2023-02-14
1826,Salon,Vaugirard,2023-05-19,2023-05-20
1827,Festival,Gobelins,2023-09-19,2023-09-20
1828,Festival,Passy,2023-07-11,2023-07-13
1829,Compétition Sportive,Palais-Bourbon,2023-08-25,2023-08-27
1830,Concert,Luxembourg,2023-07-28,2023-07-29
1831,Concert,Buttes-Montmartre,2023-03-19,2023-03-21
1832,Compétition Sportive,Bourse,2023-12-18,2023-12-19
1833,Concert,Louvre,2023-09-17,2023-09-19
1834,Conférence,Buttes-Chaumont,2023-09-08,2023-09-11
1835,Salon,Observatoire,2023-02-16,2023-02-20
1836,Conférence,Élysée,2023-12-15,2023-12-17
1837,Concert,Entrepôt,2023-10-25,2023-10-29
1838,Concert,Panthéon,2023-04-11,2023-04-15
1839,Salon,Batignolles-Monceau,2023-10-18,2023-10-21
1840,Festival,Passy,2023-06-02,2023-06-04
1841,Festival,Batignolles-Monceau,2023-04-25,2023-04-27
1842,Salon,Vaugirard,2023-11-03,2023-11-05
1843,Festival,Popincourt,2023-09-25,2023-09-29
1844,Concert,Gobelins,2023-05-22,2023-05-26
1845,Festival,Batignolles-Monceau,2023-10-15,2023-10-19
1846,Concert,Bourse,2023-11-02,2023-11-06
1847,Compétition Sportive,Temple,2023-03-09,2023-03-12
1848,Conférence,Opéra,2023-10-12,2023-10-15
1849,Festival,Batignolles-Monceau,2023-01-31,2023-02-01
1850,Compétition Sportive,Buttes-Montmartre,2023-01-24,2023-01-26
1851,Festival,Buttes-Chaumont,2023-01-11,2023-01-15
1852,Compétition Sportive,Palais-Bourbon,2023-05-07,2023-05-08
1853,Salon,Luxembourg,2023-10-13,2023-10-16
1854,Compétition Sportive,Entrepôt,2023-10-02,2023-10-03
1855,Concert,Reuilly,2023-06-13,2023-06-14
1856,Salon,Entrepôt,2023-09-19,2023-09-23
1857,Salon,Batignolles-Monceau,2023-05-10,2023-05-12
1858,Concert,Buttes-Montmartre,2023-08-19,2023-08-21
1859,Festival,Vaugirard,2023-10-02,2023-10-05
1860,Salon,Popincourt,2023-08-28,2023-08-29
1861,Festival,Panthéon,2023-02-09,2023-02-12
1862,Conférence,Opéra,2023-05-26,2023-05-30
1863,Compétition Sportive,Panthéon,2023-12-27,2023-12-29
1864,Compétition Sportive,Louvre,2023-10-19,2023-10-22
1865,Concert,Reuilly,2023-11-08,2023-11-10
1866,Concert,Ménilmontant,2023-11-04,2023-11-08
1867,Compétition Sportive,Panthéon,2023-11-06,2023-11-09
1868,Conférence,Temple,2023-11-08,2023-11-10
1869,Concert,Bourse,2023-04-28,2023-04-30
1870,Conférence,Palais-Bourbon,2023-04-24,2023-04-27
1871,Concert,Popincourt,2023-01-20,2023-01-23
1872,Salon,Temple,2023-08-17,2023-08-19
1873,Festival,Popincourt,2023-01-01,2023-01-04
1874,Compétition Sportive,Batignolles-Monceau,2023-10-06,2023-10-10
1875,Festival,Reuilly,2023-10-21,2023-10-22
1876,Compétition Sportive,Buttes-Montmartre,2023-01-20,2023-01-24
1877,Concert,Élysée,2023-09-17,2023-09-21
1878,Festival,Observatoire,2023-08-31,2023-09-04
1879,Conférence,Batignolles-Monceau,2023-04-12,2023-04-13
1880,Concert,Louvre,2023-07-16,2023-07-17
1881,Salon,Panthéon,2023-07-10,2023-07-13
1882,Festival,Luxembourg,2023-12-12,2023-12-14
1883,Festival,Palais-Bourbon,2023-05-09,2023-05-12
1884,Salon,Luxembourg,2023-05-08,2023-05-09
1885,Compétition Sportive,Buttes-Montmartre,2023-04-24,2023-04-28
1886,Concert,Opéra,2023-07-26,2023-07-30
1887,Salon,Panthéon,2023-12-02,2023-12-06
1888,Conférence,Entrepôt,2023-12-09,2023-12-12
1889,Concert,Opéra,2023-04-15,2023-04-17
1890,Salon,Opéra,2023-08-02,2023-08-06
1891,Salon,Louvre,2023-07-16,2023-07-17
1892,Festival,Panthéon,2023-06-20,2023-06-23
1893,Festival,Luxembourg,2023-09-18,2023-09-20
1894,Festival,Buttes-Chaumont,2023-11-18,2023-11-20
1895,Concert,Luxembourg,2023-09-23,2023-09-26
1896,Compétition Sportive,Buttes-Montmartre,2023-06-13,2023-06-16
1897,Concert,Entrepôt,2023-08-26,2023-08-28
1898,Festival,Observatoire,2023-06-12,2023-06-16
1899,Festival,Panthéon,2023-01-23,2023-01-25
1900,Concert,Bourse,2023-07-09,2023-07-10
1901,Salon,Batignolles-Monceau,2023-10-30,2023-11-01
1902,Salon,Observatoire,2023-06-14,2023-06-17
1903,Festival,Buttes-Chaumont,2023-08-28,2023-08-29
1904,Festival,Opéra,2023-02-09,2023-02-12
1905,Compétition Sportive,Batignolles-Monceau,2023-01-16,2023-01-20
1906,Salon,Reuilly,2023-07-16,2023-07-20
1907,Compétition Sportive,Ménilmontant,2023-09-24,2023-09-25
1908,Festival,Popincourt,2023-02-20,2023-02-23
1909,Festival,Louvre,2023-08-09,2023-08-10
1910,Compétition Sportive,Gobelins,2023-08-26,2023-08-27
1911,Compétition Sportive,Temple,2023-12-02,2023-12-06
1912,Festival,Opéra,2023-12-11,2023-12-14
1913,Conférence,Passy,2023-11-19,2023-11-21
1914,Festival,Reuilly,2023-07-14,2023-07-18
1915,Salon,Passy,2023-03-06,2023-03-07
1916,Festival,Entrepôt,2023-01-12,2023-01-15
1917,Concert,Reuilly,2023-10-29,2023-10-30
1918,Festival,Buttes-Chaumont,2023-12-18,2023-12-19
1919,Conférence,Temple,2023-10-05,2023-10-06
1920,Salon,Louvre,2023-11-28,2023-12-01
1921,Festival,Entrepôt,2023-02-07,2023-02-11
1922,Compétition Sportive,Louvre,2023-06-16,2023-06-18
1923,Salon,Panthéon,2023-08-18,2023-08-19
1924,Salon,Buttes-Chaumont,2023-04-15,2023-04-17
1925,Conférence,Louvre,2023-03-26,2023-03-30
1926,Compétition Sportive,Entrepôt,2023-07-09,2023-07-10
1927,Concert,Temple,2023-04-02,2023-04-05
1928,Festival,Temple,2023-06-04,2023-06-05
1929,Concert,Vaugirard,2023-11-01,2023-11-02
1930,Compétition Sportive,Gobelins,2023-01-15,2023-01-16
1931,Salon,Gobelins,2023-10-16,2023-10-17
1932,Conférence,Reuilly,2023-04-06,2023-04-10
1933,Conférence,Ménilmontant,2023-10-29,2023-11-02
1934,Salon,Reuilly,2023-08-14,2023-08-17
1935,Conférence,Buttes-Chaumont,2023-04-28,2023-04-29
1936,Concert,Hôtel-de-Ville,2023-07-18,2023-07-21
1937,Salon,Palais-Bourbon,2023-05-21,2023-05-22
1938,Festival,Batignolles-Monceau,2023-06-30,2023-07-03
1939,Festival,Luxembourg,2023-06-16,2023-06-17
1940,Compétition Sportive,Passy,2023-04-25,2023-04-29
1941,Salon,Ménilmontant,2023-11-12,2023-11-13
1942,Concert,Louvre,2023-04-16,2023-04-17
1943,Salon,Buttes-Montmartre,2023-01-04,2023-01-08
1944,Salon,Batignolles-Monceau,2023-09-02,2023-09-05
1945,Concert,Ménilmontant,2023-12-14,2023-12-16
1946,Conférence,Bourse,2023-10-04,2023-10-08
1947,Concert,Vaugirard,2023-05-20,2023-05-23
1948,Salon,Batignolles-Monceau,2023-03-18,2023-03-19
1949,Salon,Buttes-Chaumont,2023-02-19,2023-02-21
1950,Salon,Gobelins,2023-05-21,2023-05-24
1951,Salon,Temple,2023-06-29,2023-07-02
1952,Compétition Sportive,Popincourt,2023-12-14,2023-12-15
1953,Conférence,Batignolles-Monceau,2023-07-27,2023-07-28
1954,Salon,Ménilmontant,2023-04-27,2023-04-30
1955,Compétition Sportive,Panthéon,2023-05-29,2023-05-30
1956,Salon,Louvre,2023-07-02,2023-07-04
1957,Conférence,Louvre,2023-01-10,2023-01-11
1958,Conférence,Palais-Bourbon,2023-04-29,2023-05-01
1959,Concert,Observatoire,2023-04-02,2023-04-04
1960,Compétition Sportive,Temple,2023-06-06,2023-06-07
1961,Conférence,Élysée,2023-04-21,2023-04-24
1962,Festival,Entrepôt,2023-01-30,2023-02-01
1963,Salon,Palais-Bourbon,2023-06-17,2023-06-18
1964,Conférence,Luxembourg,2023-06-26,2023-06-30
1965,Compétition Sportive,Vaugirard,2023-05-11,2023-05-13
1966,Compétition Sportive,Ménilmontant,2023-01-01,2023-01-04
1967,Compétition Sportive,Gobelins,2023-10-15,2023-10-18
1968,Concert,Reuilly,2023-10-22,2023-10-25
1969,Salon,Buttes-Chaumont,2023-03-26,2023-03-30
1970,Festival,Vaugirard,2023-05-10,2023-05-12
1971,Compétition Sportive,Passy,2023-07-21,2023-07-25
1972,Salon,Hôtel-de-Ville,2023-06-08,2023-06-12
1973,Compétition Sportive,Buttes-Montmartre,2023-05-26,2023-05-30
1974,Compétition Sportive,Reuilly,2023-05-15,2023-05-19
1975,Festival,Observatoire,2023-09-18,2023-09-20
1976,Salon,Louvre,2023-02-15,2023-02-17
1977,Compétition Sportive,Passy,2023-07-03,2023-07-06
1978,Concert,Opéra,2023-01-03,2023-01-07
1979,Compétition Sportive,Opéra,2023-05-21,2023-05-25
1980,Salon,Hôtel-de-Ville,2023-03-08,2023-03-09
1981,Conférence,Buttes-Chaumont,2023-03-13,2023-03-15
1982,Compétition Sportive,Gobelins,2023-06-27,2023-06-28
1983,Concert,Batignolles-Monceau,2023-04-25,2023-04-27
1984,Concert,Gobelins,2023-04-09,2023-04-13
1985,Compétition Sportive,Luxembourg,2023-03-17,2023-03-18
1986,Salon,Louvre,2023-10-07,2023-10-09
1987,Compétition Sportive,Buttes-Chaumont,2023-12-24,2023-12-25
1988,Concert,Buttes-Montmartre,2023-10-02,2023-10-03
1989,Compétition Sportive,Hôtel-de-Ville,2023-09-04,2023-09-07
1990,Concert,Reuilly,2023-04-10,2023-04-13
1991,Conférence,Louvre,2023-03-23,2023-03-27
1992,Compétition Sportive,Gobelins,2023-10-23,2023-10-27
1993,Festival,Entrepôt,2023-09-05,2023-09-09
1994,Compétition Sportive,Buttes-Montmartre,2023-05-07,2023-05-09
1995,Concert,Buttes-Montmartre,2023-09-13,2023-09-17
1996,Salon,Bourse,2023-10-17,2023-10-18
1997,Concert,Palais-Bourbon,2023-08-05,2023-08-08
1998,Conférence,Temple,2023-05-04,2023-05-05
1999,Salon,Gobelins,2023-01-07,2023-01-08
2000,Festival,Opéra,2023-03-16,2023-03-19
2001,Festival,Luxembourg,2023-02-07,2023-02-10
2002,Conférence,Bourse,2023-08-15,2023-08-19
2003,Conférence,Buttes-Chaumont,2023-10-28,2023-10-30
2004,Conférence,Hôtel-de-Ville,2023-05-28,2023-06-01
2005,Conférence,Popincourt,2023-08-11,2023-08-15
2006,Compétition Sportive,Élysée,2023-08-05,2023-08-07
2007,Concert,Bourse,2023-05-10,2023-05-11
2008,Compétition Sportive,Luxembourg,2023-02-06,2023-02-10
2009,Salon,Ménilmontant,2023-01-31,2023-02-03
2010,Festival,Luxembourg,2023-08-27,2023-08-31
2011,Festival,Vaugirard,2023-02-11,2023-02-15
2012,Salon,Observatoire,2023-09-19,2023-09-20
2013,Festival,Popincourt,2023-04-20,2023-04-24
2014,Conférence,Buttes-Chaumont,2023-05-17,2023-05-18
2015,Conférence,Opéra,2023-07-21,2023-07-25
2016,Conférence,Opéra,2023-03-27,2023-03-28
2017,Salon,Hôtel-de-Ville,2023-06-30,2023-07-02
2018,Concert,Observatoire,2023-03-24,2023-03-27
2019,Salon,Bourse,2023-12-27,2023-12-28
2020,Concert,Palais-Bourbon,2023-08-18,2023-08-21
2021,Festival,Luxembourg,2023-09-29,2023-10-03
2022,Festival,Hôtel-de-Ville,2023-01-13,2023-01-17
2023,Festival,Reuilly,2023-01-18,2023-01-19
2024,Concert,Louvre,2023-06-18,2023-06-20
2025,Festival,Observatoire,2023-02-19,2023-02-22
2026,Salon,Panthéon,2023-04-16,2023-04-17
2027,Concert,Entrepôt,2023-04-18,2023-04-19
2028,Conférence,Observatoire,2023-07-16,2023-07-19
2029,Concert,Entrepôt,2023-08-07,2023-08-08
2030,Salon,Vaugirard,2023-05-08,2023-05-11
2031,Salon,Observatoire,2023-07-13,2023-07-17
2032,Salon,Bourse,2023-02-10,2023-02-13
2033,Festival,Ménilmontant,2023-04-30,2023-05-02
2034,Conférence,Bourse,2023-01-27,2023-01-30
2035,Conférence,Reuilly,2023-07-06,2023-07-10
2036,Compétition Sportive,Hôtel-de-Ville,2023-11-17,2023-11-20
2037,Salon,Élysée,2023-05-22,2023-05-25
2038,Festival,Panthéon,2023-10-06,2023-10-07
2039,Concert,Reuilly,2023-01-22,2023-01-25
2040,Festival,Entrepôt,2023-01-27,2023-01-31
2041,Salon,Élysée,2023-01-25,2023-01-29
2042,Festival,Hôtel-de-Ville,2023-12-20,2023-12-22
2043,Salon,Passy,2023-07-01,2023-07-04
2044,Concert,Reuilly,2023-06-26,2023-06-27
2045,Concert,Reuilly,2023-12-13,2023-12-17
2046,Conférence,Batignolles-Monceau,2023-12-07,2023-12-09
2047,Compétition Sportive,Luxembourg,2023-04-13,2023-04-16
2048,Festival,Reuilly,2023-06-02,2023-06-03
2049,Compétition Sportive,Observatoire,2023-11-20,2023-11-23
2050,Festival,Palais-Bourbon,2023-11-09,2023-11-12
2051,Conférence,Buttes-Chaumont,2023-09-28,2023-09-30
2052,Conférence,Buttes-Montmartre,2023-07-14,2023-07-18
2053,Concert,Entrepôt,2023-05-19,2023-05-22
2054,Concert,Temple,2023-04-02,2023-04-05
2055,Concert,Élysée,2023-01-03,2023-01-05
2056,Festival,Buttes-Chaumont,2023-05-05,2023-05-06
2057,Compétition Sportive,Observatoire,2023-01-18,2023-01-21
2058,Compétition Sportive,Panthéon,2023-06-30,2023-07-04
2059,Concert,Popincourt,2023-09-22,2023-09-25
2060,Conférence,Observatoire,2023-05-07,2023-05-10
2061,Compétition Sportive,Temple,2023-12-01,2023-12-05
2062,Conférence,Buttes-Montmartre,2023-04-14,2023-04-16
2063,Concert,Vaugirard,2023-11-24,2023-11-27
2064,Festival,Observatoire,2023-09-27,2023-10-01
2065,Salon,Observatoire,2023-12-24,2023-12-28
2066,Compétition Sportive,Ménilmontant,2023-07-08,2023-07-09
2067,Concert,Passy,2023-09-26,2023-09-28
2068,Concert,Hôtel-de-Ville,2023-09-08,2023-09-12
2069,Compétition Sportive,Hôtel-de-Ville,2023-11-26,2023-11-29
2070,Salon,Luxembourg,2023-04-18,2023-04-20
2071,Festival,Louvre,2023-08-10,2023-08-14
2072,Compétition Sportive,Temple,2023-12-08,2023-12-10
2073,Festival,Buttes-Montmartre,2023-12-21,2023-12-24
2074,Concert,Bourse,2023-09-18,2023-09-19
2075,Compétition Sportive,Passy,2023-09-07,2023-09-10
2076,Festival,Observatoire,2023-03-26,2023-03-28
2077,Conférence,Gobelins,2023-08-29,2023-09-01
2078,Conférence,Hôtel-de-Ville,2023-05-18,2023-05-22
2079,Conférence,Bourse,2023-09-12,2023-09-14
2080,Festival,Popincourt,2023-06-01,2023-06-04
2081,Conférence,Buttes-Montmartre,2023-04-26,2023-04-29
2082,Concert,Batignolles-Monceau,2023-08-11,2023-08-14
2083,Festival,Batignolles-Monceau,2023-08-25,2023-08-26
2084,Concert,Élysée,2023-02-16,2023-02-17
2085,Salon,Louvre,2023-12-09,2023-12-10
2086,Festival,Passy,2023-12-07,2023-12-08
2087,Conférence,Buttes-Montmartre,2023-09-15,2023-09-18
2088,Conférence,Entrepôt,2023-04-05,2023-04-06
2089,Salon,Popincourt,2023-05-10,2023-05-13
2090,Compétition Sportive,Opéra,2023-06-07,2023-06-11
2091,Salon,Popincourt,2023-06-02,2023-06-06
2092,Conférence,Louvre,2023-03-24,2023-03-28
2093,Conférence,Popincourt,2023-07-09,2023-07-11
2094,Compétition Sportive,Vaugirard,2023-09-11,2023-09-15
2095,Salon,Temple,2023-09-14,2023-09-16
2096,Concert,Gobelins,2023-12-23,2023-12-24
2097,Salon,Popincourt,2023-07-10,2023-07-14
2098,Concert,Observatoire,2023-07-06,2023-07-10
2099,Conférence,Entrepôt,2023-04-22,2023-04-26
2100,Conférence,Buttes-Montmartre,2023-11-06,2023-11-07
2101,Salon,Entrepôt,2023-04-04,2023-04-08
2102,Conférence,Opéra,2023-10-25,2023-10-29
2103,Compétition Sportive,Gobelins,2023-11-05,2023-11-08
2104,Festival,Luxembourg,2023-08-22,2023-08-25
2105,Concert,Batignolles-Monceau,2023-03-06,2023-03-08
2106,Conférence,Panthéon,2023-05-17,2023-05-20
2107,Concert,Hôtel-de-Ville,2023-04-24,2023-04-25
2108,Salon,Ménilmontant,2023-07-18,2023-07-19
2109,Compétition Sportive,Opéra,2023-02-20,2023-02-24
2110,Concert,Buttes-Chaumont,2023-08-06,2023-08-09
2111,Conférence,Bourse,2023-01-16,2023-01-18
2112,Festival,Observatoire,2023-11-22,2023-11-24
2113,Compétition Sportive,Élysée,2023-07-09,2023-07-11
2114,Salon,Vaugirard,2023-08-22,2023-08-26
2115,Conférence,Temple,2023-02-06,2023-02-07
2116,Compétition Sportive,Passy,2023-07-04,2023-07-08
2117,Conférence,Batignolles-Monceau,2023-06-22,2023-06-23
2118,Salon,Panthéon,2023-11-28,2023-12-02
2119,Salon,Passy,2023-03-29,2023-03-30
2120,Festival,Luxembourg,2023-05-06,2023-05-08
2121,Compétition Sportive,Temple,2023-09-30,2023-10-01
2122,Festival,Luxembourg,2023-09-11,2023-09-14
2123,Festival,Entrepôt,2023-10-20,2023-10-23
2124,Festival,Bourse,2023-10-12,2023-10-14
2125,Concert,Popincourt,2023-11-17,2023-11-19
2126,Salon,Luxembourg,2023-08-24,2023-08-28
2127,Festival,Passy,2023-07-25,2023-07-28
2128,Concert,Temple,2023-04-23,2023-04-25
2129,Concert,Batignolles-Monceau,2023-09-24,2023-09-28
2130,Concert,Buttes-Montmartre,2023-08-12,2023-08-16
2131,Festival,Vaugirard,2023-10-03,2023-10-06
2132,Concert,Entrepôt,2023-07-13,2023-07-14
2133,Festival,Gobelins,2023-12-18,2023-12-22
2134,Compétition Sportive,Batignolles-Monceau,2023-02-19,2023-02-22
2135,Salon,Luxembourg,2023-02-10,2023-02-14
2136,Conférence,Ménilmontant,2023-01-10,2023-01-14
